acc,acc_time
0.1514104046104674,0.0028294166550040245
0.14810047383944377,0.012902416638098657
0.1329744654981593,0.02297541662119329
0.15387818984027496,0.033049416611902416
0.1689296953901796,0.04312241659499705
0.16862379073049924,0.053195416694507
0.19918462085352767,0.06326841667760164
0.20650164037698976,0.07334241666831076
0.21370352357139094,0.0834154166514054
0.2124025183339298,0.09348841663450003
0.21603296722162005,0.10356241662520915
0.1790360290713103,0.11363541660830379
0.16180126488027502,0.12370841659139842
0.13041773174707802,0.13378141669090837
0.08527021876975753,0.1438554166816175
0.04759189521184929,0.15392841666471213
0.02214607830563664,0.16400141664780676
0.04075374407920363,0.1740744166309014
0.05270728308436078,0.18414841662161052
0.047279352510491826,0.19422141660470515
0.054507663263857135,0.2042944165877998
0.05622915169629999,0.21436741668730974
0.07374443322103091,0.22444141667801887
0.10339784047263317,0.2345144166611135
0.1543385540361514,0.24458741664420813
0.18861662250123198,0.25466141663491726
0.2153288886259327,0.2647344166180119
0.24952685952727316,0.2748074166011065
0.24560428941957502,0.28488041658420116
0.2416435477083958,0.2949544166913256
0.2215976872217095,0.30502741667442024
0.17991668702400765,0.31510041665751487
0.15135312845906462,0.3251734166406095
0.10802206496125273,0.33524741663131863
0.0798568952645587,0.34532041661441326
0.0750871273477804,0.3553934165975079
0.06684749449087643,0.3654664165806025
0.08657959839937972,0.375540416687727
0.12670503330532756,0.3856134166708216
0.1655322188421269,0.39568641665391624
0.16671138491096354,0.40576041664462537
0.17505079312648747,0.41583341662772
0.18104617706767717,0.42590641661081463
0.18217762678763524,0.43597941659390926
0.18124777587620833,0.4460534165846184
0.1900189051424598,0.45612641668412834
0.2107700348564393,0.466199416667223
0.23427403471864452,0.4762724166503176
0.2148757141650633,0.48634641664102674
0.2277422449921473,0.49641941662412137
0.19348358220338557,0.506492416607216
0.1806717752318656,0.5165654165903106
0.16179099407098108,0.5266394165810198
0.1605577850936401,0.5367124166805297
0.13221859275427325,0.5467854166636243
0.11170309823442368,0.5568594166543335
0.08096370721711994,0.5669324166374281
0.06214088715296819,0.5770054166205227
0.04040039840026394,0.5870784166036174
0.042297188821885504,0.5971524165943265
0.0381003487049241,0.6072254166938365
0.061388248278043456,0.6172984166769311
0.08882250428769313,0.6273714166600257
0.12314918604514859,0.6374454166507348
0.1358794039028918,0.6475184166338295
0.1362096199244241,0.6575914166169241
0.15013615992666032,0.6676644166000187
0.1330412058727926,0.6777384165907279
0.09997340812241692,0.6878114166902378
0.08685050161639433,0.6978844166733325
0.06545012538525687,0.7079584166640416
0.05665616928942468,0.7180314166471362
0.05389115153136629,0.7281044166302308
0.05954554675297337,0.7381774166133255
0.08325995959505283,0.748250791686587
0.07703808911065964,0.7583237916696817
0.10890041870413443,0.7683967916527763
0.11267281305785183,0.7784697916358709
0.12648225242389138,0.7885437916265801
0.14088096301829858,0.7986167916096747
0.18608048408061115,0.8086897915927693
0.2075446140075516,0.8187637915834785
0.2255264935873823,0.8288367916829884
0.22241912626040214,0.838909791666083
0.19485739917278297,0.8489827916491777
0.12860165694772974,0.8590567916398868
0.07940088209209312,0.8691297916229814
0.057549833415718864,0.8792027916060761
0.029327774895675576,0.8892757915891707
0.02435477012954406,0.8993497915798798
0.04832725186097588,0.9094227916793898
0.07133105147481233,0.9194957916624844
0.06927208104430399,0.9295697916531935
0.0784216715214099,0.9396427916362882
0.06931560543705376,0.9497157916193828
0.051006957837678946,0.9597887916024774
0.0724137093118542,0.9698627915931866
0.10874386668630943,0.9799357916926965
0.14347024054623536,0.9900087916757911
0.14298672015081276,1.0000817916588858
0.17667170444812658,1.010155791649595
0.18470388745371813,1.0202287916326895
0.19562587173807597,1.0303017916157842
0.1787928547697634,1.0403757916064933
0.15588087960868427,1.050448791589588
0.18304604770353686,1.0605217916890979
0.17369072244404432,1.0705947916721925
0.16697989440993716,1.0806687916629016
0.15964710183703762,1.0907417916459963
0.12559119562546106,1.100814791629091
0.10278087756548802,1.1108877916121855
0.08301882694988241,1.1209617916028947
0.07532549998460043,1.1310347915859893
0.06654651949772039,1.1411077916854993
0.08147296960042405,1.1511817916762084
0.07418416332388077,1.161254791659303
0.08080626347203518,1.1713277916423976
0.07414311484964348,1.1814007916254923
0.09052086091915383,1.1914747916162014
0.09113126281826148,1.201547791599296
0.12321094896824704,1.2116207915823907
0.13976863900724215,1.2216937916819006
0.14475019886269563,1.2317677916726097
0.15178752447112592,1.2418407916557044
0.15390886723988403,1.251913791638799
0.1689049126665948,1.2619877916295081
0.14361697250220137,1.2720607916126028
0.16109143035620802,1.2821337915956974
0.15714306077435936,1.2922067916952074
0.15706558141335272,1.3022807916859165
0.1519462003974115,1.3123537916690111
0.13900245542974068,1.3224267916521057
0.12317767624752361,1.3324997916352004
0.1122363660859443,1.3425737916259095
0.11090320770348172,1.3526467916090041
0.1245026355768774,1.3627197915920988
0.1310188484104311,1.372793791582808
0.1495512091279037,1.3828667916823179
0.16893945239952418,1.3929397916654125
0.1868162066833944,1.4030127916485071
0.21181350034608978,1.4130867916392162
0.21975123986583422,1.4231597916223109
0.23559580258341742,1.4332327916054055
0.20886572866743547,1.4433057915885001
0.1930772780416461,1.4533797916956246
0.1892353708763424,1.4634527916787192
0.13501497798550083,1.4735257916618139
0.09371367707544195,1.483599791652523
0.0669538572400146,1.4936727916356176
0.04900826585264857,1.5037457916187122
0.03825916452398394,1.5138187916018069
0.04901167157385304,1.523892791592516
0.05376292306852609,1.533965791692026
0.05632527615421583,1.5440387916751206
0.04955743536197611,1.5541117916582152
0.054988927699957106,1.5641857916489244
0.056050468376358846,1.574258791632019
0.08874502281488732,1.5843317916151136
0.11018414997773776,1.5944057916058227
0.13484403749866297,1.6044787915889174
0.14056973017586422,1.6145517916884273
0.15175048543153286,1.624624791671522
0.1374399898435752,1.634698791662231
0.15628859700154782,1.6447717916453257
0.16700074527355968,1.6548447916284204
0.15424922875839006,1.664917791611515
0.125227519489935,1.6749917916022241
0.11895216446778428,1.6850647915853187
0.10885628603784334,1.6951377916848287
0.09573816380060593,1.7052117916755378
0.09824736301637566,1.7152847916586325
0.0985564175632056,1.725357791641727
0.10437034629857116,1.7354307916248217
0.11227468906907757,1.7455056665930897
0.13993796166334727,1.7555786666925997
0.1527084911040102,1.7656516666756943
0.14327631774687538,1.775724666658789
0.1531154951698054,1.785798666649498
0.1500524910393132,1.7958716666325927
0.14932029930237994,1.8059446666156873
0.14975654099282318,1.8160186666063964
0.13581571887658034,1.826091666589491
0.13250542424216802,1.836164666689001
0.10995749481192124,1.8462376666720957
0.0953130999496855,1.8563116666628048
0.08775753602986236,1.8663846666458994
0.07652360560907481,1.876457666628994
0.05101208401535725,1.8865306666120887
