acc,acc_time
0.41343087300395226,0.009640625008614734
0.4460901986959385,0.019712625013198704
0.38434830620725247,0.029784625017782673
0.4639952017615141,0.03985662502236664
0.6417585721584678,0.049929625005461276
0.7616023136250846,0.060001625010045245
0.8371235830524947,0.07007362501462922
0.8984587329717205,0.08014562501921318
0.9585129957646966,0.09021762502379715
0.983013864643375,0.10029062500689179
0.9651379016586864,0.11036262501147576
0.9294215792781315,0.12043462501605973
0.9182349633354897,0.1305066250206437
0.9051984477034304,0.14057962500373833
0.8878061263049097,0.1506516250083223
0.857344449085812,0.16072362501290627
0.7655484521990853,0.17079562501749024
0.7196102083034797,0.1808676250220742
0.7390419970539432,0.19094062500516884
0.750643044485468,0.2010126250097528
0.685276147492027,0.21108462501433678
0.5838579402656454,0.22115662501892075
0.4944120263295708,0.23122862502350472
0.49258657637571684,0.24130162500659935
0.4935133108015277,0.2513736250111833
0.4110697374802875,0.2614456250157673
0.2981571559325385,0.27151762502035126
0.22993321925101812,0.2815896249958314
0.22657993305478827,0.29166262500802986
0.21654606888298436,0.30173475001356564
0.22391825187584377,0.3118067500181496
0.2239895244733188,0.3218787500227336
0.3026124535369404,0.3319507499982137
0.37534031907825244,0.3420237500104122
0.43046339148990936,0.35209575001499616
0.4739563171822152,0.3621677500195801
0.4917948951966797,0.3722397500241641
0.532741070221199,0.38231174999964423
0.6410348593408268,0.3923847500118427
0.7960714760804345,0.40245675001642667
0.9459033192676362,0.41252875002101064
1.0669997854323818,0.4226007499964908
1.127156890782207,0.43267275000107475
1.0906676767009411,0.4427457500132732
1.0131149519292304,0.4528177500178572
0.8953886953051156,0.46288975002244115
0.7717323100707459,0.4729617499979213
0.6937498482340761,0.48303375000250526
0.6299604504298311,0.4931067500147037
0.6099004699478139,0.5031787500192877
0.5563720902378807,0.5132507500238717
0.48968573409252647,0.5233227499993518
0.3864777115012125,0.5333957500115503
0.30931027337909134,0.5434677500161342
0.2136975988610917,0.5535397500207182
0.13378108584836035,0.5636117499961983
0.08062131351892127,0.5736837500007823
0.11844806716586355,0.5837567500129808
0.15965191485324956,0.5938287500175647
0.20202469573274218,0.6039007500221487
0.25120711952227115,0.6139727499976289
0.2884947402573326,0.6240447500022128
0.3101119326877372,0.6341177500144113
0.3242445229025649,0.6441897500189953
0.35174174308105793,0.6542617500235792
0.3767892056244384,0.6643337499990594
0.3914608293155461,0.6744057500036433
0.4110270791054528,0.6844787500158418
0.4269896176374743,0.6945507500204258
0.46362507495718297,0.7046227499959059
0.491626676261394,0.7146947500004899
0.5132665629461209,0.7247667500050738
0.5217741051055169,0.7348397500172723
0.550077398373188,0.7449117500218563
0.5670100523204105,0.7549837499973364
0.5632841007089322,0.7650557500019204
0.5746793766733912,0.7751277500065044
0.5648243496356563,0.7852007500187028
0.5541086580171186,0.7952727500232868
0.52411477670632,0.8053447499987669
0.5210296144150107,0.8154167500033509
0.5062607350593364,0.8254887500079349
0.4939598624053305,0.8355617500201333
0.471242572339686,0.8456337500247173
0.4617382673059164,0.8557057500001974
0.41961443087385936,0.8657777500047814
0.4068842978262714,0.8758497500093654
