accX,accY,accZ,acc,acc_time
-2.5163284984231,0.3130067163705826,2.758945555686951,3.7472206894862925,0.02481895824894309
-1.628115537017584,-0.5401020473241807,1.1080463428795337,2.042115844258238,0.03489095834083855
-0.9677755131572485,-0.9895447701215745,0.001466408595442772,1.3841208207002393,0.04496295819990337
-0.7758479683846236,-0.7820890671014786,-0.14288716636598112,1.1108645827634926,0.05503495829179883
-0.41919091008603576,-0.036291328668594365,-0.5993056905269624,0.7322604661821435,0.06510695815086365
-0.23174964152276517,0.4632035601139069,-0.5348285166174174,0.7445179491693367,0.07517912494949996
0.06649175897240639,0.5024336993694306,-0.371421058550477,0.6283425650137454,0.08525112480856478
-0.13900180120021105,0.27686273753643037,0.4439884765818715,0.5413873322405691,0.09532312490046024
-0.7679396823048592,-0.10040487885475159,0.8058854806423188,1.117704747805263,0.1053951249923557
-1.351160559654236,-0.1196392947435379,0.8506073248386383,1.6010875178705952,0.11546712485142052
-1.9354340820014477,0.13006955802440645,1.1940751111507417,2.27785832455996,0.12553912494331598
-2.0548022121191027,0.19942864537239074,0.9958217561244965,2.29208308869803,0.1356111248023808
-1.7949966797232628,0.06675005972385407,0.9145782029628754,2.0156691047950996,0.14568312489427626
-1.5746376335620882,0.01683705747127533,1.0112279999256135,1.871456446559166,0.15575512498617172
-1.29886847153306,-0.007786152362823487,0.9600449824333191,1.6151799586444344,0.16582712484523654
-0.982671148851514,0.058266334533691407,0.8761374378204346,1.3178218250111442,0.175899124937132
-0.7492636755108834,0.19488068103790285,0.8317629182338715,1.136311615460654,0.18597112479619682
-0.6095125536248088,0.428113249540329,0.883342376947403,1.1554567332311942,0.19604312488809228
-0.5462492616847158,0.6766696161031723,1.014907068014145,1.3365277333274383,0.20611512497998774
-0.4867354236915708,0.8087003302574158,1.0362423884868623,1.4016796654484305,0.21618712483905256
-0.4707337871566415,0.798309828042984,1.0129266160726549,1.3729199574153086,0.22625912493094802
-0.4432529333978892,0.7078534018993378,0.921925814151764,1.2439762089146609,0.23633112479001284
-0.49914690636098386,0.5483700102567673,0.6863414955139161,1.0104068243747302,0.2464031248819083
-0.597823677174747,0.4283190715312958,0.5579617828130722,0.9231314787765117,0.25647512497380376
-0.6414520554989577,0.2793559902906418,0.3915371249243617,0.8017492307505747,0.2665471248328686
-0.5442569325864315,0.11868210554122925,0.00841180443763733,0.5571102308322725,0.27661912492476404
-0.3604827453196049,-0.06498653948307037,-0.43957320749759676,0.5721849917088607,0.28669112478382885
-0.22102347258478405,-0.24801900744438174,-0.8411833673715592,0.9044082380372752,0.2967631248757243
